  0.33;   0.90;  -0.07;  14.34; -10.99;  23.07
  0.34;   0.87;  -0.04;  20.94;  24.29;   0.18
  0.34;   0.91;  -0.12;  24.35;   2.69;   7.69
  0.31;   0.82;  -0.12;  14.95; -14.71;   6.96
  0.38;   0.99;  -0.07;   1.53; -10.62;  -4.52
  0.37;   0.88;  -0.12;  -4.88; -17.64;  -0.61
  0.38;   0.87;  -0.05;  -1.34;   0.43;   0.18
  0.39;   0.93;  -0.05;   6.53;  -0.24;   2.44
  0.40;   0.93;  -0.04;   8.97;   5.07;   7.87
  0.35;   0.92;  -0.10;   0.31;  -4.52;  21.18
  0.34;   1.02;  -0.16;  -3.97;   5.80;  18.49
  0.31;   0.92;  -0.06;  -1.34;  -2.44;  20.08
  0.29;   0.86;  -0.07;   7.63;   6.10;  -0.18
  0.35;   0.94;  -0.10;  18.13;  10.74; -15.44
  0.34;   0.90;  -0.07;  12.45;   5.43;  -8.67
  0.30;   0.90;  -0.08;   3.48;  -2.26;  -8.73
  0.31;   0.91;  -0.06;   7.69; -19.84;  -0.73
  0.36;   0.91;  -0.09;   6.23; -31.74;   8.67
  0.33;   0.95;  -0.08;  -3.48; -18.98;  -0.92
  0.33;   0.96;  -0.02;  -4.21; -14.77;  10.74
  0.28;   0.93;  -0.07;   3.60;  -1.95;   1.95
  0.10;   1.09;  -0.02;   3.78;  -7.57;  -2.20
  0.19;   0.87;  -0.03;  -6.41; -18.62;  20.57
  0.22;   0.97;  -0.00;   0.98; -26.31;   4.27
  0.22;   1.02;  -0.03;  -0.37; -16.42;   5.25
  0.27;   0.87;   0.04;  10.19;  -2.20;   9.64
  0.29;   0.91;   0.02;  12.70;   1.77;   3.85
  0.34;   0.97;   0.01;  10.31;   7.14;   4.82
  0.36;   0.92;   0.01;  11.29; -11.66;  10.62
  0.35;   0.98;   0.01;  11.66;  -8.48;  27.47
  0.30;   1.06;  -0.10;  15.14;   9.22;  20.57
  0.34;   0.83;  -0.07;   8.30; -11.29;  18.80
  0.28;   0.90;  -0.15;  10.93;   3.66;  -3.60
  0.29;   0.95;  -0.13;  18.55;  19.71; -22.71
  0.26;   0.90;  -0.04;   7.63;  -9.03; -14.65
  0.30;   0.95;  -0.15;   0.00; -10.62;  -9.70
  0.30;   0.94;  -0.10;   3.17;  -2.20;   7.87
  0.32;   0.89;  -0.01;  -6.35; -10.25;  12.45
  0.38;   0.95;  -0.05;  -1.28; -11.05;  15.20
  0.34;   0.92;  -0.07;  -2.01;   3.66;  25.94
  0.26;   1.01;  -0.06;   2.87;   4.09;   5.43
  0.18;   0.92;   0.05;  -0.98;  -0.85;  14.04
  0.23;   0.93;   0.05;   4.21;  -2.14;  -0.49
  0.30;   1.03;  -0.01;   2.08; -16.05;  -5.98
  0.31;   0.88;   0.02;  10.19; -11.41;  -3.11
  0.28;   0.96;   0.03;  10.50;  -0.92;  -6.71
  0.25;   0.94;   0.07;   3.78;  -6.96;   4.09
  0.34;   0.96;   0.07;   3.60; -21.42;  10.25
  0.29;   1.02;  -0.04;   4.64; -31.49;  25.82
  0.29;   0.93;   0.03;   3.60; -28.50;  30.88
