  0.12;   0.95;   0.10;  -7.26; -21.36;  18.01
  0.11;   1.01;   0.06;  10.50;  -6.77;   0.12
 -0.05;   0.95;   0.10;  27.71;  24.96; -23.19
  0.00;   1.03;   0.06;   3.42;  -0.49;   2.75
  0.06;   0.99;   0.05;   8.06;   5.49;  20.63
  0.05;   0.96;   0.06;   6.47;  15.62;  19.10
  0.04;   0.98;   0.07;   6.16;  18.55;  19.29
  0.10;   1.05;   0.02;  14.53;   8.54;   0.00
  0.17;   0.87;   0.01;  18.31;   9.83;  13.37
  0.28;   1.24;  -0.04;  26.43;  26.06; -14.53
  0.16;   0.84;   0.02;   9.09;  16.72;  12.45
  0.23;   1.00;  -0.07;   5.68;   6.16;  14.16
  0.21;   0.96;  -0.02;   0.92;   2.81;  22.58
  0.19;   0.94;  -0.04;  -8.97;  -8.36;  16.42
  0.20;   0.96;  -0.05;  -4.70; -23.68;  15.38
  0.22;   0.95;  -0.08;   8.30; -10.13;  -0.61
  0.13;   0.88;   0.09;   8.06; -14.59; -22.52
  0.06;   1.13;   0.10;   1.65; -27.95; -29.11
  0.09;   0.99;   0.01;  -5.92;   0.67;  -2.62
  0.05;   1.00;   0.11;  -4.64;  -7.39;  20.08
  0.03;   0.97;   0.12; -12.33;  -1.59;  29.85
  0.11;   0.94;   0.13;  -1.89;  -5.49;  16.85
  0.08;   0.96;   0.06;  10.31;  -9.34;   3.23
  0.20;   0.95;  -0.02;  22.03; -31.07; -14.10
  0.13;   1.22;  -0.07;  23.62; -16.85;  -5.07
  0.18;   0.93;  -0.04;   5.31;   6.47;   4.52
  0.17;   0.99;  -0.03;   4.21;  10.31;  11.72
  0.19;   0.95;  -0.02;  -7.32;   2.81;  27.28
  0.19;   0.95;  -0.05;  -7.02;  -7.51;  14.22
  0.19;   0.95;  -0.04;   4.70;  -7.69;   8.06
  0.17;   0.97;   0.06;  17.03;   0.98; -15.20
  0.17;   1.14;   0.10;   8.06; -32.29; -20.87
  0.15;   0.97;   0.07;  -2.99; -33.63;   7.14
  0.08;   0.97;   0.11;  -7.45; -18.19;   9.77
  0.11;   1.00;   0.11;  -7.75;  -9.09;  21.24
  0.10;   0.95;   0.13;  -2.26;   7.32;  21.00
  0.09;   0.99;   0.13;   6.41;   4.09;  10.80
  0.07;   1.00;   0.06;  19.04;  10.50;   0.12
  0.24;   0.97;   0.03;  36.68;  -6.59; -21.12
  0.12;   1.01;  -0.04;  22.52; -18.92;   2.62
  0.14;   1.02;  -0.04;  -0.92;  -2.81;  15.08
  0.17;   0.94;  -0.01;   2.38;  12.15;  19.29
  0.18;   0.95;  -0.01;  -5.43;  -7.57;  32.90
  0.19;   0.93;  -0.06;  -6.77; -11.78;  30.64
  0.22;   0.93;  -0.00;   3.23; -13.49;   7.93
  0.20;   1.04;   0.04;  18.80;   0.18; -21.48
  0.21;   1.08;   0.04;  12.76; -23.19; -26.86
  0.16;   0.98;   0.08;   2.38; -31.13; -10.07
  0.11;   0.99;   0.07;   1.28; -10.07;   3.30
  0.08;   0.97;   0.06;  -6.84; -10.07;  25.82
