  0.27;   0.97;  -0.03;  15.50; -13.12;  -2.99
  0.26;   0.96;   0.02;  -9.40; -24.48;   5.98
  0.22;   0.97;  -0.03;   8.24;  13.18; -13.31
  0.21;   0.82;  -0.05;   8.30;  -4.33;  -1.77
  0.19;   1.15;  -0.08;  18.19;   2.08; -21.24
  0.19;   0.87;  -0.00;   0.12; -10.86;  -2.87
  0.23;   0.93;  -0.08;   4.58; -16.42;  -8.97
  0.22;   0.98;  -0.07;   6.65; -23.13;  14.89
  0.23;   0.99;  -0.06;  -5.19; -12.57;  10.31
  0.20;   1.00;  -0.07; -12.57;  -4.27;  17.94
  0.13;   1.06;  -0.02;  -4.76; -15.62;  15.56
  0.06;   0.85;   0.04;  -2.87; -13.85;  17.70
  0.18;   1.08;   0.08;   3.78; -37.05; -11.35
  0.19;   0.88;   0.01;   2.44; -20.26;  -0.43
  0.17;   0.92;   0.06;   7.45;  -2.56;  -3.05
  0.20;   0.97;   0.08;   1.65;   6.90;  10.80
  0.26;   1.06;   0.06;   8.12;  -1.28;  24.41
  0.22;   1.16;  -0.07;  14.59;   1.04;  23.50
  0.12;   0.79;  -0.10;   2.20;   9.58;   7.45
  0.19;   1.06;  -0.04;  17.64;  39.18; -21.85
  0.09;   0.86;  -0.09;  24.84;  -5.07;   0.67
  0.20;   0.89;  -0.03;   6.23; -17.76; -17.15
  0.23;   0.96;  -0.04;   2.81; -19.71;   6.29
  0.25;   1.03;  -0.01;  -3.91; -27.47;  17.82
  0.17;   1.12;  -0.02; -11.41; -10.25;  14.83
  0.10;   0.94;   0.00;  -0.73;  -3.78;  21.30
  0.11;   0.86;   0.07;   9.16;  -7.93;   7.63
  0.15;   1.06;   0.02;   7.14; -38.70;  -6.29
  0.19;   0.86;   0.00;   4.64;  -5.19;  11.23
  0.15;   0.88;   0.07;   5.92;  -1.83;   2.44
  0.21;   1.03;   0.06;   0.98;   9.70;  12.51
  0.29;   1.12;   0.03;  -1.10;  -7.75;  24.66
  0.11;   1.00;  -0.05;   5.86;   5.25;  20.14
  0.15;   0.84;  -0.09;   6.65;  30.46;  -2.56
  0.16;   1.11;   0.03;  21.97;  17.52; -18.80
  0.20;   0.87;   0.00;   6.23; -32.10;  -3.17
  0.20;   0.96;  -0.05;   4.27; -21.06;  -7.93
  0.18;   0.99;   0.04; -11.17; -25.94;   6.29
  0.26;   1.01;   0.03;  -2.32; -65.98;  12.02
  0.09;   0.99;  -0.03; -20.45; -43.09;  26.49
  0.04;   1.02;   0.04;  -2.62; -30.33;  17.27
  0.10;   0.85;   0.06;   3.66; -16.24;   4.09
  0.12;   1.06;   0.02;  10.68; -33.94;  -8.12
  0.14;   0.93;  -0.02;  13.06;  -8.48;   4.58
  0.16;   0.98;   0.01;  10.56;  12.39;  -5.25
  0.15;   0.99;   0.04;   7.45;  19.29;  12.27
  0.18;   0.99;  -0.00;   6.35;  14.65;  16.91
  0.16;   0.93;  -0.01;   0.18;  22.95;  10.68
  0.14;   0.97;   0.02;   8.00;  13.31;   7.93
  0.17;   0.97;   0.03;  10.99;   9.28;   4.33
