  0.28;   0.95;  -0.01;   4.82;  -4.88;  10.31
  0.31;   0.97;  -0.07;  13.98; -23.68;   5.92
  0.27;   0.93;  -0.04;   1.28; -27.47;  -1.89
  0.24;   0.98;  -0.06; -15.62;  -1.10;   5.13
  0.26;   0.94;  -0.03;  -0.61; -10.19;   1.59
  0.25;   0.98;  -0.03;   3.30; -14.53;   3.91
  0.25;   0.96;  -0.03;   2.81; -11.96;   3.91
  0.25;   0.97;  -0.01;   2.14; -12.45;   7.20
  0.24;   0.98;  -0.02;   5.19;  -9.16;   4.33
  0.22;   0.97;  -0.01;   6.23;  -8.12;   3.48
  0.25;   0.93;  -0.02;   8.42;  -5.55;  -0.92
  0.22;   0.89;  -0.03;  10.44; -11.60; -14.16
  0.19;   0.87;  -0.01;  12.88; -15.87; -41.02
  0.04;   0.91;  -0.03;  16.85; -29.66; -63.05
 -0.15;   0.89;  -0.07;  16.72; -16.97; -69.70
 -0.30;   0.93;  -0.14;  10.25;  -2.14; -67.99
 -0.41;   0.92;  -0.04;  10.01; -11.96; -51.21
 -0.44;   0.83;  -0.04;   2.14; -24.90; -26.55
 -0.46;   0.78;  -0.08;   0.55; -31.07; -17.21
 -0.52;   0.84;  -0.07;   1.46; -15.75; -11.90
 -0.57;   0.83;  -0.10;   9.16;  -5.86;   4.21
 -0.60;   0.81;  -0.10;   7.32;  12.33;  12.88
 -0.59;   0.94;  -0.11;   1.95;  10.62;  18.86
 -0.63;   0.97;  -0.16;  -5.49;   3.72;  39.98
 -0.58;   0.99;  -0.08;  -5.55;  -0.06;  54.02
 -0.33;   0.96;  -0.08;  -1.46; -18.07;  59.69
 -0.15;   1.04;  -0.07;   3.17; -26.92;  58.29
 -0.04;   0.95;  -0.03;   3.97; -22.52;  42.91
  0.08;   1.03;  -0.07;   4.70; -21.36;  48.58
  0.10;   0.98;  -0.06;   7.32; -14.59;  34.12
  0.09;   0.93;  -0.08;   3.54;   4.46;  25.45
  0.08;   0.93;  -0.03;   0.92;   9.46;  12.45
  0.07;   1.02;  -0.01;   5.19;   4.58;  -1.40
  0.04;   1.05;  -0.03;   4.21; -12.70;   4.76
  0.05;   0.97;  -0.03;   2.99; -15.93;   9.83
  0.04;   0.99;  -0.05;   5.74;  -6.29;   2.08
  0.04;   0.99;  -0.04;   6.96;  -5.55;   3.36
  0.03;   0.99;  -0.04;   6.59;  -9.64;   4.03
  0.02;   1.00;  -0.04;   5.49; -12.82;   5.49
  0.04;   0.99;  -0.04;   4.64; -11.05;   4.70
  0.03;   0.99;  -0.03;   4.21;  -9.83;   3.54
  0.04;   1.00;  -0.05;   5.68;  -8.85;   3.97
  0.03;   0.99;  -0.03;   5.37;  -8.79;   4.64
  0.02;   0.97;  -0.04;   5.86; -10.50;   6.35
  0.02;   0.99;  -0.04;   5.86; -10.86;   6.47
  0.02;   0.98;  -0.03;   4.15; -10.50;   7.20
  0.02;   1.00;  -0.04;   4.76; -11.90;   7.93
  0.01;   0.98;  -0.04;   4.76;  -8.54;   5.92
  0.01;   0.99;  -0.05;   5.49;  -9.58;   6.59
  0.01;   1.00;  -0.04;   4.88;  -8.24;   5.74
