 -0.33;   0.90;   0.40;   7.87; -37.23;  -0.43
 -0.36;   0.88;   0.39;  11.41; -17.94;   5.31
 -0.39;   0.90;   0.21;  11.60; -25.57;  -3.66
 -0.35;   0.84;   0.32;   4.46; -27.77;  24.17
 -0.31;   0.73;   0.24;  17.27;   6.16;  52.61
 -0.16;   0.75;   0.21;  16.91;  -4.94;  75.99
  0.02;   0.90;   0.20;  15.62; -13.55;  66.28
  0.07;   1.06;   0.18;   5.86;  -2.99;  54.81
  0.13;   1.10;   0.20;   2.32; -13.55;  33.33
  0.15;   1.04;   0.20;   5.74;  -8.91;  31.49
  0.17;   1.05;   0.24;   1.46; -10.93;  27.16
  0.18;   0.94;   0.21;  -0.55;  -4.70;  41.14
  0.28;   0.96;   0.24;   4.03; -17.09;  21.55
  0.29;   0.92;   0.23;   5.31; -16.11;  14.22
  0.29;   0.91;   0.23;   5.98; -10.86;  10.50
  0.32;   0.83;   0.24;  20.32;  -0.31;  41.69
  0.45;   0.95;   0.22;   3.60;  -2.93;  29.72
  0.51;   0.95;   0.25;   2.01;   6.84;   8.67
  0.45;   0.91;   0.21;  -1.40;   4.27;  -1.53
  0.44;   0.96;   0.27;  -5.49;  -3.05; -21.97
  0.33;   0.88;   0.27;   1.65; -12.27; -25.94
  0.36;   0.96;   0.29;   5.55;  -3.97;  -2.20
  0.25;   0.96;   0.32;   5.19; -15.44; -38.27
  0.18;   0.94;   0.29;   5.68; -16.91; -63.66
 -0.01;   1.07;   0.17;   9.83; -19.04; -67.44
 -0.07;   0.95;   0.26;  -8.54;  -1.95;  11.54
 -0.06;   0.98;   0.30;  10.68; -13.73; -15.14
 -0.10;   1.02;   0.29;  11.84; -26.86;   1.59
 -0.15;   0.96;   0.25;   4.15; -13.61;  -2.50
 -0.13;   0.94;   0.23;   8.00;   4.03; -14.65
 -0.19;   0.96;   0.21;  14.65;  14.83; -13.49
 -0.22;   0.98;   0.18;  17.15;  -4.82;   9.83
 -0.17;   1.02;   0.21;  17.15;  -9.40;   2.75
 -0.19;   0.93;   0.18;  14.71;  -3.23;  -2.93
 -0.18;   0.97;   0.14;  -4.21;  -6.84;  16.42
 -0.14;   1.01;   0.19;  -5.92;  -9.40;  14.95
 -0.13;   0.99;   0.20;   2.87;  -7.93;   1.71
 -0.13;   0.99;   0.19;   2.20; -14.83;   3.42
 -0.13;   1.00;   0.20;   1.71;  -8.12;  11.72
 -0.14;   0.98;   0.20;   3.11;  -9.64;   3.66
 -0.15;   0.98;   0.21;   3.66; -12.51;   9.95
 -0.13;   0.98;   0.22;   2.50;  -8.67;   5.98
 -0.14;   0.97;   0.23;   2.81;  -7.75;   6.23
 -0.14;   0.98;   0.24;   2.99;  -8.30;   6.35
 -0.14;   0.98;   0.21;   3.78;  -7.45;   5.74
 -0.11;   0.98;   0.22;   5.19; -10.62;   5.07
 -0.12;   1.00;   0.20;   6.53;  -8.06;   6.65
 -0.12;   0.98;   0.21;   5.13;  -7.93;   6.47
 -0.12;   0.98;   0.22;   5.07;  -8.12;   6.04
 -0.14;   0.99;   0.22;   4.88;  -8.30;   6.47
