  0.15;   0.91;  -0.27;   8.24;  -8.42;   5.55
  0.16;   0.90;  -0.27;  11.66; -12.02;   6.16
  0.17;   0.91;  -0.33;   2.08;   6.90;  -5.49
  0.18;   0.91;  -0.31;  -1.95;  -8.67;   6.23
  0.18;   0.88;  -0.25;   4.76;   8.30;  -3.60
  0.16;   0.99;  -0.26;  32.23;  85.33;  13.49
  0.18;   0.94;  -0.22;   0.98; -30.09; -20.32
  0.13;   0.92;  -0.24;   2.44; -22.22; -20.81
  0.07;   0.93;  -0.30;  -0.31;   3.66; -20.87
  0.01;   0.97;  -0.26;   0.79; -15.01; -17.03
 -0.03;   0.95;  -0.29;   0.67; -21.91; -16.54
 -0.05;   1.02;  -0.36;   8.85; -27.59; -16.66
 -0.23;   1.04;  -0.31;  14.95; -29.11;  -1.04
 -0.35;   1.06;  -0.41;   0.79; -43.70; -10.93
 -0.36;   1.11;  -0.37;   1.71;   2.32;  13.79
 -0.25;   1.07;  -0.32;  -3.91;  13.31;  36.13
 -0.18;   0.95;  -0.30; -22.58;  35.34;  50.05
 -0.00;   0.85;  -0.19;  -8.67;  29.11;  56.34
  0.10;   0.75;  -0.12;  -3.97;  13.06;  58.29
  0.25;   0.65;  -0.11;  -3.23;  33.81;  68.48
  0.27;   0.77;  -0.07;  -2.81;   6.16;  40.89
  0.38;   0.94;  -0.16;  -2.44; -38.76;  21.12
  0.35;   0.83;  -0.10;  -0.37;   2.93;  19.71
  0.38;   0.90;  -0.09;  12.33;  -0.43;   9.28
  0.41;   0.90;  -0.11;  10.99;  -4.09;   5.00
  0.41;   0.89;  -0.12;   7.63; -10.68;   7.69
  0.38;   0.91;  -0.14;   8.79;  -2.87;   2.32
  0.37;   0.90;  -0.11;   5.62;  -4.15;   6.65
  0.39;   0.88;  -0.12;   5.92;  -4.09;   5.86
  0.41;   0.87;  -0.11;   2.69;  -9.83;   7.08
  0.40;   0.88;  -0.14;   2.75;  -9.77;   3.54
  0.41;   0.90;  -0.11;   4.21;  -9.09;   5.37
  0.40;   0.91;  -0.14;   5.62; -10.99;   5.25
  0.37;   0.88;  -0.10;   6.65; -11.54;   7.39
  0.40;   0.89;  -0.12;   6.96;  -9.09;   7.69
  0.39;   0.89;  -0.12;   3.42; -13.00;   7.08
  0.40;   0.88;  -0.12;   4.88; -10.80;   7.08
  0.41;   0.89;  -0.13;   8.48;  -1.95;   9.83
  0.41;   0.89;  -0.13;   5.43;  -4.27;   7.51
  0.44;   0.85;  -0.06;   3.23;   7.51;   4.64
  0.40;   0.88;  -0.08;   0.73;   5.68;   4.88
  0.41;   0.89;  -0.10;   5.00; -15.69;   4.76
  0.42;   0.88;  -0.09;   3.23; -10.62;   6.04
  0.41;   0.90;  -0.11;   4.39;  -0.61;   5.80
  0.45;   0.90;  -0.09;  13.06;   6.96;  14.22
  0.51;   0.84;  -0.01;   2.93; -50.60;   4.46
  0.43;   0.91;  -0.14;   8.54; -14.47;   1.71
  0.41;   0.87;  -0.07;   1.22;  -4.21;   1.04
  0.39;   0.89;  -0.11;   3.30; -26.06;   7.08
  0.41;   0.89;  -0.13;   2.56; -25.57;   5.68
