  0.08;   0.95;  -0.22;   4.88; -15.38;   5.98
  0.06;   0.96;  -0.21;   2.38; -15.26;   7.20
  0.07;   0.96;  -0.22;   6.84;   2.75;  -4.09
  0.05;   0.95;  -0.24;   8.30; -10.31;   3.97
  0.04;   0.96;  -0.22;   7.51; -14.95;   6.29
  0.04;   0.94;  -0.26;   5.19; -15.14;   6.47
  0.03;   0.95;  -0.22;   4.70; -17.21;   6.65
  0.02;   0.94;  -0.23;   4.46; -16.30;   6.04
  0.03;   0.95;  -0.26;   2.26; -17.33;   9.83
  0.01;   0.93;  -0.23;   3.17;  -7.14;   3.85
  0.02;   0.95;  -0.24;   6.04; -10.50;  -1.83
  0.00;   0.95;  -0.22;   7.32;  14.83;  -2.32
  0.01;   0.94;  -0.22;  11.78; -10.31;  -3.42
  0.02;   0.91;  -0.23;  13.79; -22.71; -10.62
  0.00;   0.91;  -0.27;  14.59; -16.72; -18.55
 -0.06;   0.91;  -0.26;  21.12; -38.02; -36.25
 -0.18;   0.89;  -0.27;  20.63; -62.87; -39.49
 -0.33;   0.99;  -0.28;  18.43; -73.49; -21.18
 -0.52;   0.99;  -0.33;  12.15; -58.29; -15.87
 -0.59;   0.92;  -0.35;  11.66; -16.91;  -8.06
 -0.58;   0.97;  -0.41;   5.74;  16.72;   7.51
 -0.56;   0.90;  -0.32;  -1.53;  -4.33;  24.84
 -0.48;   0.93;  -0.27; -13.31;  21.61;  49.74
 -0.31;   0.95;  -0.29; -15.50;   4.27;  69.34
 -0.19;   0.91;  -0.22; -15.20;   5.62;  83.98
 -0.04;   0.82;  -0.17; -23.01;  13.12;  85.27
  0.10;   0.74;  -0.10; -19.65;  10.62;  89.66
  0.23;   0.72;  -0.07;  -1.65;  18.86;  69.70
  0.38;   0.87;  -0.06;  11.17;   7.08;  35.95
  0.40;   0.90;  -0.04;   0.92;  12.08;  22.89
  0.44;   0.86;  -0.07;   3.05; -19.71;  28.08
  0.47;   0.85;  -0.06;   9.58; -12.88;  24.96
  0.45;   0.80;  -0.04;  -0.49; -21.12;  10.86
  0.46;   0.85;  -0.12;   1.53; -23.62;  -7.02
  0.42;   0.91;  -0.05;  10.01;  -2.87;  -6.29
  0.44;   0.86;  -0.09;  10.86;   8.12;   3.85
  0.45;   0.88;  -0.06;   4.76;  -4.82;   3.54
  0.44;   0.89;  -0.06;   1.95; -14.16;   9.52
  0.45;   0.89;  -0.06;  -3.30;  -4.58;   6.59
  0.44;   0.89;  -0.06;   4.70;  -8.36;   5.80
  0.43;   0.89;  -0.06;   8.36; -16.78;   5.13
  0.45;   0.88;  -0.06;  10.50; -26.37;   4.58
  0.43;   0.89;  -0.10;   9.40; -25.21;   4.64
  0.42;   0.88;  -0.12;   8.48; -14.65;   2.32
  0.41;   0.89;  -0.10;   8.42;  -6.53;   2.32
  0.42;   0.89;  -0.11;   5.07;  -3.91;   3.72
  0.42;   0.86;  -0.11;   3.66;  -5.13;   5.55
  0.40;   0.88;  -0.11;   4.15;  -1.89;   2.44
  0.41;   0.89;  -0.11;   4.52;  -6.23;   2.99
  0.40;   0.89;  -0.09;   3.36;  -7.93;   6.23
